key	file	line	en	zh-TW	zh-CN	raw
pmenu.understanding.2	Components/CommandMenus/PlayerMenu.cs	1288	Kindly	親切	亲切	
pmenu.understanding.3	Components/CommandMenus/PlayerMenu.cs	1288	Generous	寬容	宽容	
pmenu.understanding.4	Components/CommandMenus/PlayerMenu.cs	1288	Motherly	慈愛	慈爱	
pmenu.understanding.5	Components/CommandMenus/PlayerMenu.cs	1288	Saintly	聖人	圣人	
pmenu.expression.1	Components/CommandMenus/PlayerMenu.cs	1289	Rough	笨拙	笨拙	
pmenu.expression.2	Components/CommandMenus/PlayerMenu.cs	1289	Eloquent	能言善道	能说会道	
pmenu.expression.4	Components/CommandMenus/PlayerMenu.cs	1289	Touching	動人	动人	
pmenu.expression.5	Components/CommandMenus/PlayerMenu.cs	1289	Enthralling	引人入勝	引人入胜	
pmenu.none	Components/CommandMenus/PlayerMenu.cs	1314	none	無	无	
pmenu.character_n	Components/CommandMenus/PlayerMenu.cs	1340	Character {0}	角色{0}	角色{0}	$"Character {charId}"
pmenu.slink_arcana	Components/CommandMenus/PlayerMenu.cs	751	{0}, {1}, rank {2}	{0}，{1}，等級{2}	{0}，{1}，等级{2}	$"{holder}, {arcName}{rk}"
slink.holder.investigation_team	Components/CommandMenus/PlayerMenu.cs	758	Investigation Team	特別搜查隊	特别搜查队	
slink.holder.yosuke	Components/CommandMenus/PlayerMenu.cs;Components/SocialLinkRankUp.cs	759;55	Yosuke Hanamura	花村陽介	花村阳介	
slink.holder.yukiko	Components/CommandMenus/PlayerMenu.cs;Components/SocialLinkRankUp.cs	760;57	Yukiko Amagi	天城雪子	天城雪子	
slink.holder.margaret	Components/CommandMenus/PlayerMenu.cs	761	Margaret	瑪格麗特	玛格丽特	
slink.holder.kanji	Components/CommandMenus/PlayerMenu.cs;Components/SocialLinkRankUp.cs	762;58	Kanji Tatsumi	巽完二	巽完二	
slink.holder.dojima	Components/CommandMenus/PlayerMenu.cs;Components/SocialLinkRankUp.cs	763;62	Ryotaro Dojima	堂島遼太郎	堂岛辽太郎	
slink.holder.rise	Components/CommandMenus/PlayerMenu.cs;Components/SocialLinkRankUp.cs	764;59	Rise Kujikawa	久慈川理世	久慈川理世	
slink.holder.chie	Components/CommandMenus/PlayerMenu.cs;Components/SocialLinkRankUp.cs	765;56	Chie Satonaka	里中千枝	里中千枝	
slink.holder.nanako	Components/CommandMenus/PlayerMenu.cs;Components/SocialLinkRankUp.cs	766;64	Nanako Dojima	堂島菜菜子	堂岛菜菜子	
slink.holder.naoto	Components/CommandMenus/PlayerMenu.cs;Components/SocialLinkRankUp.cs	768;60	Naoto Shirogane	白鐘直斗	白钟直斗	
slink.holder.konishi	Components/CommandMenus/PlayerMenu.cs;Components/SocialLinkRankUp.cs	769;67	Naoki Konishi	小西尚紀	小西尚纪	
slink.holder.kuroda	Components/CommandMenus/PlayerMenu.cs;Components/SocialLinkRankUp.cs	770;68	Hisano Kuroda	黑田久乃	黑田久乃	
slink.holder.minami	Components/CommandMenus/PlayerMenu.cs	771	Eri Minami	南繪里	南绘里	
slink.holder.uehara	Components/CommandMenus/PlayerMenu.cs	772	Sayoko Uehara	上原小夜子	上原小夜子	
slink.holder.nakajima	Components/CommandMenus/PlayerMenu.cs	773	Shu Nakajima	中島秀	中岛秀	
slink.holder.ebihara	Components/CommandMenus/PlayerMenu.cs;Components/SocialLinkRankUp.cs	775;69	Ai Ebihara	海老原亞衣	海老原亚衣	
slink.holder.seekers	Components/CommandMenus/PlayerMenu.cs	776	Seekers of Truth	追尋真相者	追寻真相者	
slink.holder.marie	Components/CommandMenus/PlayerMenu.cs;Components/SocialLinkRankUp.cs	777;66	Marie	瑪莉	玛莉	
slink.holder.adachi	Components/CommandMenus/PlayerMenu.cs;Components/SocialLinkRankUp.cs	778;65	Tohru Adachi	足立透	足立透	
slink.holder.ichijo	Components/SocialLinkRankUp.cs	70	Kou Ichijo	一條康	一条康	
slink.holder.nagase	Components/SocialLinkRankUp.cs	71	Daisuke Nagase	長瀨大輔	长濑大辅	
slink.holder.ozawa	Components/SocialLinkRankUp.cs	73	Yumi Ozawa	小澤由美	小泽由美	
slink.holder.matsunaga	Components/SocialLinkRankUp.cs	74	Ayane Matsunaga	松永綾音	松永绫音	
slink.holder.the_fox	Components/SocialLinkRankUp.cs	75	The Fox	狐狸	狐狸	
slink.rank_up	Components/SocialLinkRankUp.cs	171	Rank up!	等級提升！	等级提升！	
slink.arcana_suffix	Components/SocialLinkRankUp.cs	172	{0} Arcana. 	{0}阿爾卡那。	{0}阿尔卡那。	sb.Append(arc).Append(" Arcana. ")
slink.rank_n	Components/SocialLinkRankUp.cs	174	Rank {0}.	等級{0}。	等级{0}。	sb.Append("Rank ").Append(rank).Append('.')
slink.bond_new	Components/SocialLinkBond.cs	124	Thou art I, and I am thou. Thou hast established a new bond. It brings thee closer to the truth. Thou shalt be blessed when creating Personas	汝即吾，吾即汝。汝結下了新的羈絆。它將引領汝更接近真相。合成人格面具時汝將獲得祝福	汝即吾，吾即汝。汝结下了新的羁绊。它将引领汝更接近真相。合成人格面具时汝将获得祝福	
slink.bond_of_arcana	Components/SocialLinkBond.cs	127;148	 of the {0} Arcana	——{0}阿爾卡那	——{0}阿尔卡那	" of the " + arcana + " Arcana"
slink.bond_changed	Components/SocialLinkBond.cs	137	Thou art I, and I am thou. Thou hast seen how bonds may change. The bond that hath changed, it is thy first step in learning the truth. Thou must bear thine inner power of The Jester becoming Hunger.	汝即吾，吾即汝。汝已見證羈絆的變化。這份改變的羈絆，是汝了解真相的第一步。汝須承受小丑化為飢餓的內在力量。	汝即吾，吾即汝。汝已见证羁绊的变化。这份改变的羁绊，是汝了解真相的第一步。汝须承受小丑化为饥饿的内在力量。	
slink.bond_max	Components/SocialLinkBond.cs	145	Thou art I, and I am thou. Thou hast established a genuine bond. These genuine bonds shall be thy eyes to see the truth. We bestow upon thee the ability to create the ultimate form	汝即吾，吾即汝。汝結下了真正的羈絆。這些真正的羈絆將成為汝看清真相之眼。吾等授予汝創造最終形態之力	汝即吾，吾即汝。汝结下了真正的羁绊。这些真正的羁绊将成为汝看清真相之眼。吾等授予汝创造最终形态之力	
quest.undiscovered	Components/CommandMenus/QuestMenu.cs	195	Quest {0} of {1}, not yet discovered.	任務第{0}個，共{1}個，尚未發現。	任务第{0}个，共{1}个，尚未发现。	$"Quest {row + 1} of {total}, not yet discovered."
quest.entry	Components/CommandMenus/QuestMenu.cs	197	Quest {0} of {1}. {2}	任務第{0}個，共{1}個。{2}	任务第{0}个，共{1}个。{2}	$"Quest {row + 1} of {total}. {desc}"
album.rank_lover	Components/AlbumMenu.cs	98	Rank {0}, Lover	等級{0}，戀人	等级{0}，恋人	$"Rank {rankMax}, Lover"
album.rank_of	Components/AlbumMenu.cs	98	Rank {0} of {1}	等級{0}，共{1}級	等级{0}，共{1}级	$"Rank {rank + 1} of {rankMax}"
album.entry	Components/AlbumMenu.cs	99	{0}. {1} of {2}.	{0}。第{1}個，共{2}個。	{0}。第{1}个，共{2}个。	$"{name}. {idx + 1} of {count}."
album.social_link_named	Components/AlbumMenu.cs	110	{0} Social Link	{0}社群	{0}社群	$"{a} Social Link"
album.social_link_n	Components/AlbumMenu.cs	111	Social Link {0}	社群{0}	社群{0}	$"Social Link {commu}"
album.social_link	Components/AlbumMenu.cs	111	Social Link	社群	社群	
shop.character_select	Components/ShopMenu.cs	255	Character select.{0}	選擇角色。{0}	选择角色。{0}	$"Character select.{nm}"
shop.how_many_each	Components/ShopMenu.cs	263	How many? {0}. {1} yen each.	要幾個？{0}。每個{1}日圓。	要几个？{0}。每个{1}日元。	$"How many? {qty}. {unit} yen each."
shop.how_many	Components/ShopMenu.cs	264	How many? {0}.	要幾個？{0}。	要几个？{0}。	$"How many? {qty}."
shop.sell_all	Components/ShopMenu.cs	387	Sell all. {0} yen	全部賣出。{0}日圓	全部卖出。{0}日元	$"Sell all. {price} yen"
shop.nothing_to_sell	Components/ShopMenu.cs	992	Nothing to sell.	沒有可賣的東西。	没有可卖的东西。	
shop.qty_total	Components/ShopMenu.cs	1120	{0}. Total {1} yen.	{0}。總計{1}日圓。	{0}。总计{1}日元。	$"{qty}. Total {qty * unit} yen."
shop.price_suffix	Components/ShopMenu.cs;Components/BookstoreMenu.cs;Components/VelvetFusion.cs	392;83;340	. {0} yen	。{0}日圓	。{0}日元	$". {price} yen"
shop.wallet_suffix	Components/ShopMenu.cs;Components/BookstoreMenu.cs	556;85	. You have {0} yen	。持有{0}日圓	。持有{0}日元	$". You have {wallet} yen"
shop.cat.weapons	Components/ShopMenu.cs	355	Weapons	武器	武器	
shop.cat.armor	Components/ShopMenu.cs	356	Armor	防具	防具	
shop.cat.accessories	Components/ShopMenu.cs	357	Accessories	飾品	饰品	
shop.cat.expendables	Components/ShopMenu.cs	358	Expendables	消耗品	消耗品	
shop.cat.materials	Components/ShopMenu.cs	359	Materials	素材	素材	
shop.opt.weapon	Components/ShopMenu.cs	405;423	Weapon	武器	武器	
shop.opt.armor	Components/ShopMenu.cs	405;423	Armor	防具	防具	
shop.opt.accessory	Components/ShopMenu.cs	405;423	Accessory	飾品	饰品	
shop.opt.sell	Components/ShopMenu.cs	405;425	Sell	賣出	卖出	
shop.opt.talk	Components/ShopMenu.cs	405;425	Talk	交談	交谈	
shop.opt.exit	Components/ShopMenu.cs	405;425	Exit	離開	离开	
shop.opt.buy	Components/ShopMenu.cs	423	Buy	購買	购买	
shop.opt.special	Components/ShopMenu.cs	425	Special	特殊	特殊	
shop.opt.option_n	Components/ShopMenu.cs	435	Option {0}	選項{0}	选项{0}	$"Option {optId}"
shop.stat.attack	Components/ShopMenu.cs	718	Attack	攻擊	攻击	
shop.stat.defense	Components/ShopMenu.cs	718	Defense	防禦	防御	
shop.stat.hit	Components/ShopMenu.cs	719	hit	命中	命中	
shop.stat.evade	Components/ShopMenu.cs	719	evade	迴避	回避	
shop.needs	Components/ShopMenu.cs	589	Needs {0}	需要{0}	需要{0}	"Needs " + string.Join("; ", parts)
shop.material_have	Components/ShopMenu.cs	587	{0} {1}, have {2}	{0}個{1}，持有{2}個	{0}个{1}，持有{2}个	$"{need} {mn}, have {OwnedCount(matId)}"
velvet.method.search	Components/VelvetFusion.cs	152	Search	搜尋	搜索	
velvet.method.normal	Components/VelvetFusion.cs	152	Normal	普通	普通	
velvet.method.triangle	Components/VelvetFusion.cs	152	Triangle	三角	三角	
velvet.method.cross	Components/VelvetFusion.cs	152	Cross	十字	十字	
velvet.method.pentagon	Components/VelvetFusion.cs	152	Pentagon	五角	五角	
velvet.method.hexagon	Components/VelvetFusion.cs	152	Hexagon	六角	六角	
velvet.method.back	Components/VelvetFusion.cs	152;155	Back	返回	返回	
velvet.fuse	Components/VelvetFusion.cs	155	Fuse	合體	合体	
velvet.fusion_forecast	Components/VelvetFusion.cs	155	Fusion Forecast	合體預報	合体预报	
velvet.inherit_cap	Components/VelvetFusion.cs	173	Can inherit {0} skills	可繼承{0}個技能	可继承{0}个技能	$"Can inherit {cap} skill{(cap == 1 ? "" : "s")}"
velvet.register_all	Components/VelvetFusion.cs	333	Register all	全部登錄	全部登录	
velvet.wallet	Components/VelvetFusion.cs	438	You have {0} yen	持有{0}日圓	持有{0}日元	$"You have {w} yen"
velvet.wallet_level	Components/VelvetFusion.cs	439	{0}. You are level {1}	{0}。你目前等級{1}	{0}。你当前等级{1}	$"{money}. You are level {lv}"
velvet.persona_level	Components/VelvetFusion.cs	513;1298	{0}, level {1}	{0}，等級{1}	{0}，等级{1}	$"{name}, level {lvl}"
velvet.persona_arcana_level	Components/VelvetFusion.cs	513;1298	{0}, {1}, level {2}	{0}，{1}，等級{2}	{0}，{1}，等级{2}	$"{name}, {arc}, level {lvl}"
velvet.cost_wallet	Components/VelvetFusion.cs	609	, {0} yen, you have {1} yen	，{0}日圓，持有{1}日圓	，{0}日元，持有{1}日元	$", {cost} yen, you have {wallet} yen"
velvet.not_registered	Components/VelvetFusion.cs	615	{0}, level {1}, not registered	{0}，等級{1}，未登錄	{0}，等级{1}，未登录	$"{arc}, level {lvl}, not registered"
velvet.persona_generic	Components/VelvetFusion.cs	511	persona {0}	人格面具{0}	人格面具{0}	$"persona {id}"
velvet.sec.resistances	Components/VelvetFusion.cs	675;1036	Resistances	耐性	耐性	
velvet.sec.inheritance	Components/VelvetFusion.cs	1069;1539	Inheritance	繼承	继承	
velvet.next_skill	Components/VelvetFusion.cs	725;1077	next skill at level {0}, {1}	下個技能在等級{0}，{1}	下个技能在等级{0}，{1}	$"next skill at level {lvlLearn}, {nm}"
velvet.next_experience	Components/VelvetFusion.cs	1474;1549	next experience {0}	升級還需{0}經驗值	升级还需{0}经验值	$"next experience {gap}"
velvet.inherit_more	Components/VelvetFusion.cs	788	. You can inherit {0} more skills	。還可以繼承{0}個技能	。还可以继承{0}个技能	$". You can inherit {rem} more skill{(rem == 1 ? "" : "s")}"
velvet.from_materials	Components/VelvetFusion.cs	860;905	From {0}	來自{0}	来自{0}	" From " + string.Join(", ", mats)
velvet.result_ordinal	Components/VelvetFusion.cs	864	{0} of {1}.	第{0}個，共{1}個。	第{0}个，共{1}个。	$" {cursor + 1} of {count}."
velvet.material_level	Components/VelvetFusion.cs	903	{0} level {1}	{0}，等級{1}	{0}，等级{1}	$"{mn} level {mlvl}"
velvet.today	Components/VelvetFusion.cs	958	Today	今天	今天	
velvet.tomorrow	Components/VelvetFusion.cs	958	Tomorrow	明天	明天	
velvet.date_unknown	Components/VelvetFusion.cs	961	{0}: date not known yet.	{0}：日期還不知道。	{0}：日期还不知道。	$"{dayWord}: date not known yet."
velvet.forecast	Components/VelvetFusion.cs	964	{0}, {1} {2}: {3}.	{0}，{1}{2}日：{3}。	{0}，{1}{2}日：{3}。	$"{dayWord}, {_monthNames[m]} {d}: {f.Effect}."
velvet.forecast_trigger	Components/VelvetFusion.cs	965	{0}, {1} {2}: {3}: {4}.	{0}，{1}{2}日：{3}：{4}。	{0}，{1}{2}日：{3}：{4}。	$"{dayWord}, {_monthNames[m]} {d}: {f.Trigger}: {f.Effect}."
velvet.no_forecast	Components/VelvetFusion.cs	967	{0}, {1} {2}: no fusion forecast.	{0}，{1}{2}日：沒有合體預報。	{0}，{1}{2}日：没有合体预报。	$"{dayWord}, {_monthNames[m]} {d}: no fusion forecast."
velvet.percent_sp	Components/VelvetFusion.cs	1099	{0} percent SP	百分之{0}的SP	百分之{0}的SP	$"{c8} percent SP"
velvet.option_ordinal	Components/VelvetFusion.cs	1213;1225	Option {0} of {1}	選項第{0}個，共{1}個	选项第{0}个，共{1}个	$"Option {cursor + 1} of {count}"
velvet.makes	Components/VelvetFusion.cs	1275	{0}. Makes {1}	{0}。合成出{1}	{0}。合成出{1}	$"{candidate}. Makes {result}"
velvet.persona_ordinal	Components/VelvetFusion.cs	1276	Persona {0} of {1}	人格面具第{0}個，共{1}個	人格面具第{0}个，共{1}个	$"Persona {sel + 1} of {count}"
velvet.header_summary	Components/VelvetFusion.cs	1493	{0}: {1}	{0}：{1}	{0}：{1}	$"{header}: {summary}"
book.generic_n	Components/BookMenu.cs;Components/BookstoreMenu.cs	98;81	Book {0}	書{0}	书{0}	$"Book {abs + 1}"
book.no_description	Components/BookMenu.cs	105	{0}. No description.	{0}。沒有說明。	{0}。没有说明。	$"{name}. No description."
book.entry	Components/BookMenu.cs	112	{0}. {1}. {2} of {3}.	{0}。{1}。第{2}本，共{3}本。	{0}。{1}。第{2}本，共{3}本。	$"{name}. {Chapters(read, total)}. {abs + 1} of {count}."
book.no_chapters	Components/BookMenu.cs	117	no chapters	沒有章節	没有章节	
book.one_chapter	Components/BookMenu.cs	119	1 chapter	1章	1章	
book.n_chapters	Components/BookMenu.cs	119	{0} chapters	{0}章	{0}章	$"{total} chapters"
book.none_read	Components/BookMenu.cs	120	{0}, none read	{0}，尚未閱讀	{0}，尚未阅读	$"{ch}, none read"
book.all_read	Components/BookMenu.cs	121	{0}, all read	{0}，已全部讀完	{0}，已全部读完	$"{ch}, all read"
book.n_unread	Components/BookMenu.cs	122	{0}, {1} unread	{0}，{1}章未讀	{0}，{1}章未读	$"{ch}, {unread} unread"
tv.intro	Components/TvListingsReader.cs	219	TV Listings. Left and right for channels, up and down for programs.	電視節目表。左右切換頻道，上下選擇節目。	电视节目表。左右切换频道，上下选择节目。	
tv.channel_card	Components/TvListingsReader.cs	239	Channel information card.	頻道資訊卡。	频道信息卡。	
tv.coming_soon	Components/TvListingsReader.cs	243	Coming soon.	即將推出。	即将推出。	
tv.program_n	Components/TvListingsReader.cs	246	Program {0}	節目{0}	节目{0}	$"Program {id}"
tv.new	Components/TvListingsReader.cs	250	 New.	，新內容	，新内容	
tv.closes_session	Components/TvListingsReader.cs	251	 Watching this program closes the game session.	。觀看這個節目會結束本次遊戲。	。观看这个节目会结束本次游戏。	
tv.song_list	Components/TvListingsReader.cs	283	Song list.	歌曲清單。	歌曲列表。	
tv.track_n	Components/TvListingsReader.cs	321	Track {0}	曲目{0}	曲目{0}	$"Track {cursor + 1}"
tv.track_ordinal	Components/TvListingsReader.cs	324	{0}. {1} of {2}.	{0}。第{1}首，共{2}首。	{0}。第{1}首，共{2}首。	$"{name}. {cursor + 1} of {arr.Count}."
tv.episode_list	Components/TvListingsReader.cs	352	Episode list.	劇集清單。	剧集列表。	
tv.art_gallery	Components/TvListingsReader.cs	395	Art gallery. Up and down to browse the pictures.	美術圖庫。上下瀏覽圖片。	美术图库。上下浏览图片。	
tv.no_new_caption	Components/TvListingsReader.cs	533;551	No new caption.	沒有新的說明文字。	没有新的说明文字。	
tv.caption_ordinal	Components/TvListingsReader.cs	563	{0}. {1} of {2}	{0}。第{1}張，共{2}張	{0}。第{1}张，共{2}张	$"{_artCaps[best].full}. {best + 1} of {_artCaps.Count}"
tv.channel_n	Components/TvListingsReader.cs	635	Channel {0}	頻道{0}	频道{0}	$"Channel {ch}"
backlog.lead	Components/BacklogReader.cs	124	Backlog.	對話紀錄。	对话记录。	
backlog.voiced	Components/BacklogReader.cs	176	 Voiced.	有語音。	有语音。	
backlog.speaker_line	Components/BacklogReader.cs	178	{0}{1}: {2}.{3}	{0}{1}：{2}。{3}	{0}{1}：{2}。{3}	$"{prefix}{speaker}: {text}.{suffix}"
namekb.intro	Components/NameEntryKeyboard.cs	135	Enter your name. Last name first. Press X when finished.	輸入名字。先輸入姓氏。完成後按X。	输入名字。先输入姓氏。完成后按X。	
namekb.last_name	Components/NameEntryKeyboard.cs	160	Last name	姓氏	姓氏	
namekb.first_name	Components/NameEntryKeyboard.cs	160	First name	名字	名字	
namekb.cap	Components/NameEntryKeyboard.cs	151	cap {0}	大寫{0}	大写{0}	$"cap {ch}"
namekb.sym.plus	Components/NameEntryKeyboard.cs	36	plus	加號	加号	
namekb.sym.minus	Components/NameEntryKeyboard.cs	36	minus	減號	减号	
namekb.sym.times	Components/NameEntryKeyboard.cs	36	times	乘號	乘号	
namekb.sym.divide	Components/NameEntryKeyboard.cs	36	divide	除號	除号	
namekb.sym.equals	Components/NameEntryKeyboard.cs	36	equals	等號	等号	
namekb.sym.period	Components/NameEntryKeyboard.cs	43	period	句點	句号	
namekb.sym.comma	Components/NameEntryKeyboard.cs	43;57	comma	逗號	逗号	
namekb.sym.open_paren	Components/NameEntryKeyboard.cs	43	open parenthesis	左括號	左括号	
namekb.sym.close_paren	Components/NameEntryKeyboard.cs	43	close parenthesis	右括號	右括号	
namekb.sym.question	Components/NameEntryKeyboard.cs	43	question mark	問號	问号	
namekb.sym.exclamation	Components/NameEntryKeyboard.cs	50	exclamation mark	驚嘆號	感叹号	
namekb.sym.hash	Components/NameEntryKeyboard.cs	50	hash	井字號	井号	
namekb.sym.dollar	Components/NameEntryKeyboard.cs	50	dollar	美元符號	美元符号	
namekb.sym.percent	Components/NameEntryKeyboard.cs	50	percent	百分號	百分号	
namekb.sym.ampersand	Components/NameEntryKeyboard.cs	50	ampersand	與號	与号	
namekb.sym.asterisk	Components/NameEntryKeyboard.cs	57	asterisk	星號	星号	
namekb.sym.slash	Components/NameEntryKeyboard.cs	57	slash	斜線	斜杠	
namekb.sym.quote	Components/NameEntryKeyboard.cs	57	quote	引號	引号	
namekb.sym.dot	Components/NameEntryKeyboard.cs	57	dot	點	点	
namekb.sym.colon	Components/NameEntryKeyboard.cs	64	colon	冒號	冒号	
namekb.sym.semicolon	Components/NameEntryKeyboard.cs	64	semicolon	分號	分号	
quiz.question	Components/MiracleQuiz.cs	148	Question {0}. {1}	第{0}題。{1}	第{0}题。{1}	$"Question {qn}. {q}"
quiz.choice	Components/MiracleQuiz.cs	150;162	{0}: {1}.	{0}：{1}。	{0}：{1}。	$"{(char)('A' + cursor)}: {_curChoices[perm[cursor]]}."
skillmenu.entry_short	Components/SkillRegainMenu.cs;Components/SkillReplaceMenu.cs	73;200	{0}. {1} of {2}.	{0}。第{1}個，共{2}個。	{0}。第{1}个，共{2}个。	$"{nm}. {cursor + 1} of {count}."
skillmenu.entry_desc	Components/SkillRegainMenu.cs;Components/SkillReplaceMenu.cs	74;201	{0}. {1}. {2} of {3}.	{0}。{1}。第{2}個，共{3}個。	{0}。{1}。第{2}个，共{3}个。	$"{nm}. {desc}. {cursor + 1} of {count}."
skillmenu.next_level_skill	Components/SkillReplaceMenu.cs	218	Next level skill: {0}.	下一級技能：{0}。	下一级技能：{0}。	$"Next level skill: {nnm}."
skillmenu.next_level_skill_desc	Components/SkillReplaceMenu.cs	219	Next level skill: {0}. {1}.	下一級技能：{0}。{1}。	下一级技能：{0}。{1}。	$"Next level skill: {nnm}. {nds}."
skillmenu.skill_n	Components/SkillReplaceMenu.cs	196	Skill {0}	技能{0}	技能{0}	$"Skill {cursor + 1}"
prelease.new_persona	Components/PersonaReleaseMenu.cs	171	New persona, {0}, level {1}. 1 of {2}	新人格面具，{0}，等級{1}。第1個，共{2}個	新人格面具，{0}，等级{1}。第1个，共{2}个	$"New persona, {SafeName(nid)}, level {nlv}. 1 of {count}"
prelease.new_persona_short	Components/PersonaReleaseMenu.cs	172	New persona. 1 of {0}	新人格面具。第1個，共{0}個	新人格面具。第1个，共{0}个	$"New persona. 1 of {count}"
prelease.item_ordinal	Components/PersonaReleaseMenu.cs	176	Item {0} of {1}	項目第{0}個，共{1}個	项目第{0}个，共{1}个	$"Item {cursor + 1} of {count}"
prelease.entry	Components/PersonaReleaseMenu.cs	177	{0}, level {1}. {2} of {3}	{0}，等級{1}。第{2}個，共{3}個	{0}，等级{1}。第{2}个，共{3}个	$"{SafeName(...)}, level {...}. {cursor + 1} of {count}"
prelease.stats_line	Components/PersonaReleaseMenu.cs	234	{0}, level {1}. Strength {2}, Magic {3}, Endurance {4}, Agility {5}, Luck {6}. Skills: {7}.	{0}，等級{1}。力量{2}，魔力{3}，耐力{4}，速度{5}，運氣{6}。技能：{7}。	{0}，等级{1}。力量{2}，魔力{3}，耐力{4}，速度{5}，运气{6}。技能：{7}。	$"{SafeName(id)}, level {lv}. Strength {st}, ... Skills: {string.Join(", ", skills)}."
prelease.persona	Components/PersonaReleaseMenu.cs	243	Persona	人格面具	人格面具	
